,id,job_id,company_display_name,location,title,latitude,longitude,redirect_url,description,category_tag,contract_time,created,company_name_clean,token_count_description
972,2879,5507373759,audensiel,belgië,business analyst it – core banking,,,https://www.adzuna.be/details/5507373759?utm_medium=api&utm_source=64e51cf1,"about audensiel as an international leader in digital transformation and business consulting, the audensiel group supports clients across all industries in the following areas: digital : transformation project management, agile leadership, functional analysis (amoa), application development, testing and qa. it & business consulting : support within it departments and business units, with strong expertise in banking , insurance, and the pharmaceutical industry. iot : exploitation and processing …",unknown,,2025-11-21t13:08:02z,audensiel,85
973,2880,5507373712,xeryon,belgië,production engineer,,,https://www.adzuna.be/details/5507373712?utm_medium=api&utm_source=64e51cf1,"who are we? xeryon is a fast-growing and innovative scale-up based in leuven, belgium, focused on developing and producing groundbreaking micro motors. these motors are smaller than a fingertip and are used in medical devices, robotics, the semiconductor industry, and other high-tech sectors. with an ambitious team and a strong dose of passion, we’re driving major growth — from 6,000 motors per year today to 100,000 in the coming years. backed by two investment funds, we’re determined to conque…",unknown,,2025-11-21t13:08:01z,xeryon,108
974,2882,5507373723,"hunter douglas, inc.",belgië,senior finance analyst,,,https://www.adzuna.be/details/5507373723?utm_medium=api&utm_source=64e51cf1,"hunter douglas is the world’s leading manufacturer of window coverings and a major manufacturer of architectural products. we are a brand that you know and trust. with more than 100 years of innovation, we’ve defined our industry with proprietary products that deliver revolutionary style and functionality and can be found in millions of homes and commercial buildings globally. we are searching for candidates that are driven, intelligent, creative, and entrepreneurial. by offering challenging an…",manufacturing-jobs,,2025-11-21t13:08:01z,"hunter_douglas,_inc.",87
975,2890,5507373250,pracyva,belgië,information technology support engineer,,,https://www.adzuna.be/details/5507373250?utm_medium=api&utm_source=64e51cf1,"job title : it support engineer location : brussels, belgium job type : contract provide hands-on technical support for desktops, laptops, printers, scanners, handheld devices, access points, wi-fi devices, and mobile devices. install, configure, and maintain operating systems (windows, macos, linux) and standard business applications. respond to incidents and service requests logged via the it service desk, ensuring timely resolution or escalation. troubleshoot network connectivity issues, inc…",unknown,,2025-11-21t13:07:33z,pracyva,92
976,2891,5507373232,sii group belgium,belgië,data scientist,,,https://www.adzuna.be/details/5507373232?utm_medium=api&utm_source=64e51cf1,"sii belgium is looking for a passionate and ambitious data scientist to join our team. in this role, you will design predictive models, analyze complex datasets, and transform insights into actionable recommendations for our clients. you will be at the heart of data-driven projects, helping to unlock the value of large-scale data and create innovative solutions. sii is a european digital and engineering services company of 16,000 experts. sii belgium supports large businesses in adopting new te…",unknown,,2025-11-21t13:07:32z,sii_group_belgium,94
977,2893,5507373021,exalt,belgië,functioneel analist – energiesector,,,https://www.adzuna.be/details/5507373021?utm_medium=api&utm_source=64e51cf1,"⚡ functioneel analist – energiesector  brussel | vast contract exalt werft een functioneel analist aan (m/v/x) met een vast contract om mee te werken aan impactvolle opdrachten bij onze klanten (tso, dso, leveranciers, traders, producenten). dit is de ideale gelegenheid om je analytische vaardigheden in te zetten voor strategische projecten die de energie van morgen vormgeven.  jouw missie je speelt een sleutelrol tussen de business- en technische teams. concreet zal je: de operationele uitdagi…",unknown,,2025-11-21t13:07:23z,exalt,111
978,2909,5506069338,bizztalent,"wingene, tielt",bizztalent - 2nd line support engineer,51.0579,3.27853,https://www.adzuna.be/land/ad/5506069338?se=3ti3jmhv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=80256657fa7b59931624bc8ecfdb7ee5b53f32fb,"wat ga jij zoal doen? als 2nd line support engineer, bestaat jouw taakomschrijving uit vier verschillende onderdelen als eerste ben je verantwoordelijk voor alle onsite ondersteuning en installaties wanneer dit in orde is, ben jij degene die de users opleidt over de nieuwe producten nieuwe producten dienen meestal ter vervanging: jij bent dan ook verantwoordelijk voor het vervangen van oudere infrastructuur en als laatste is het ook jouw taak om de data van de oude infrastructuur correct en vol…",it-jobs,,2025-11-20t21:37:28z,bizztalent,93
979,2912,5506069265,smals,"brussel, brussel hoofdstad",smals - team lead datawarehouse & bi,50.84674,4.35249,https://www.adzuna.be/land/ad/5506069265?se=3ti3jmhv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=a4a2c7d6ea2dba7a3a49dafe0050dbff307ef2a1,"uw rol als team lead van het datawarehouse en bi team werk je voor een belangrijke speler in de sociale zekerheid voor de domeinen werkloosheid, loopbaanonderbreking en tijdskrediet. je zet je dagdagelijks in om deze organisatie meer datagedreven te maken. samen met je team zorg je dat data op een gestructureerde manier verzameld en verwerkt worden tot dashboards, rapporten en self service bi producten. je werkt voornamelijk in een omgeving die gebruikmaakt van vaultspeed voor het datawarehouse…",it-jobs,,2025-11-20t21:37:27z,smals,104
980,2913,5506065089,bank/banque van breda,antwerpen,security engineer,51.219728,4.402905,https://www.adzuna.be/details/5506065089?utm_medium=api&utm_source=64e51cf1,"jij verdient meer in je job als security engineer ben jij onmisbaar in het verwezenlijken van onze missie om voor vrije beroepers en ondernemers de beste vermogensbegeleider te zijn. wat maakt jouw job bijzonder en waarom verdien jij meer? centrale rol binnen het it security team je bent de drijvende kracht achter de implementatie van de it security roadmap. hierdoor ben je nauw betrokken bij alle it-teams, van infrastructuur en it-ondersteuning tot ontwikkeling. dit betekent voor jou: implemen…",it-jobs,,2025-11-20t21:35:50z,bank/banque_van_breda,108
981,2916,5506049502,scioteq bv,kortrijk,embedded software engineer cybersecurity,50.82799,3.26503,https://www.adzuna.be/details/5506049502?utm_medium=api&utm_source=64e51cf1,"at scioteq bv, we design and deliver cutting-edge avionics display and computing systems that power the future of aerospace. from cockpit displays to mission-critical computing platforms, our solutions are trusted by leading aircraft manufacturers and defense organizations worldwide. as we expand our capabilities, we’re seeking a skilled embedded software engineer with a strong foundation in cybersecurity to help us build secure, high-performance airborne systems. your responsibilities as part …",scientific-qa-jobs,,2025-11-20t21:31:02z,scioteq_bv,83
982,2920,5505986735,cranium,"steenokkerzeel, halle-vilvoorde",business manager data compliance & governance,50.87924,4.50422,https://www.adzuna.be/details/5505986735?utm_medium=api&utm_source=64e51cf1,"do you speak the language of data governance and compliance, and are you ready to switch gears from managing data to managing relationships as well? then we might have the perfect opportunity for you. cranium is the reference for privacy, security, and data management solutions within the benelux. as our business manager for the brussels region, you play a central role within the organisation and are key to its success. you are the driving force behind thriving consultants, happy clients and in…",consultancy-jobs,,2025-11-20t21:14:42z,cranium,96
983,2921,5505986737,cranium,gent,business manager data compliance & governance,51.05401,3.7217,https://www.adzuna.be/details/5505986737?utm_medium=api&utm_source=64e51cf1,"do you speak the language of data governance and compliance, and are you ready to switch gears from managing data to managing relationships as well? then we might have the perfect opportunity for you. cranium is the reference for privacy, security, and data management solutions within the benelux. as our business manager for the brussels region, you play a central role within the organisation and are key to its success. you are the driving force behind thriving consultants, happy clients and in…",consultancy-jobs,,2025-11-20t21:14:42z,cranium,96
984,2922,5505986739,cranium,"alken, tongeren",business manager data compliance & governance,50.89829,5.30732,https://www.adzuna.be/details/5505986739?utm_medium=api&utm_source=64e51cf1,"do you speak the language of data governance and compliance, and are you ready to switch gears from managing data to managing relationships as well? then we might have the perfect opportunity for you. cranium is the reference for privacy, security, and data management solutions within the benelux. as our business manager for the brussels region, you play a central role within the organisation and are key to its success. you are the driving force behind thriving consultants, happy clients and in…",consultancy-jobs,,2025-11-20t21:14:42z,cranium,96
985,2925,5505923728,iss stoxx,belgië,custom research analyst,,,https://www.adzuna.be/details/5505923728?utm_medium=api&utm_source=64e51cf1,"let’s be brillianttogether iss governance is seeking a talented corporate governance research analyst to join its custom team. the custom research team partners with clients to fully optimize their corporate governance program through the provision of governance expertise as well as customized deliverables. custom research analysts, working as members of regional teams, help clients develop and/or implement customized guidelines that reflect the clients' unique corporate governance philosophy. …",manufacturing-jobs,full_time,2025-11-20t20:55:35z,iss_stoxx,79
986,2927,5505922752,google,belgië,"data center facilities technician ii, electrical",,,https://www.adzuna.be/details/5505922752?utm_medium=api&utm_source=64e51cf1,"info_outline x this role is not eligible for immigration sponsorship.note: by applying to this position you will have an opportunity to share your preferred working location from the following: saint-ghislain, belgium; farciennes, belgium . minimum qualifications: associate's degree, trade school certification, or other certified training in a related technical field, or equivalent practical experience. 5 years of electrical experience (e.g., electrical testing equipment or electrical distribut…",customer-services-jobs,,2025-11-20t20:55:19z,google,91
987,2931,5505922460,becton dickinson medical devices,belgië,emea supply chain analyst,,,https://www.adzuna.be/details/5505922460?utm_medium=api&utm_source=64e51cf1,"job description summary as a supply chain planning analyst within emea region, you will be responsible for supplying goods from source to edc warehouse, manage service risks & inventory performance, support new product launch / mdd/mdr or other product life cycle related planning. you will work closely with demand planning team to incorporate latest market trend into supply plan, partner with global business unit and global supply team to ensure high customer satisfaction while balance service …",logistics-warehouse-jobs,full_time,2025-11-20t20:55:09z,becton_dickinson_medical_devices,87
988,2955,5505874305,athora,belgië,data management expert,,,https://www.adzuna.be/details/5505874305?utm_medium=api&utm_source=64e51cf1,"within our department data management whose mission is the transformation of athora towards a more data-literate organization, enabling the achievement of operational efficiency gains and safeguarding the trust and transparency of our data assets in a compliant way, we are seeking a data management expert. his/her role is to be responsible for establishing and maintaining robust data governance frameworks and quality monitoring processes across the organization. the data management expert will …",unknown,full_time,2025-11-20t20:41:01z,athora,80
989,2938,5505922060,wolters kluwer,belgië,business intelligence analist (bi-analist),,,https://www.adzuna.be/details/5505922060?utm_medium=api&utm_source=64e51cf1,"business intelligence analist (bi-analist) over wolters kluwer wolters kluwer is een internationale leverancier van slimme softwareoplossingen en professionele informatie in de sectoren healthcare, tax & accounting, finance, compliance en legal & regulatory. dagelijks helpt wolters kluwer professionals om op een betere manier zaken te doen en complexe problemen met vertrouwen op te lossen. bij wolters kluwer legal & regulatory (l&r) stimuleren wij het succes van onze klanten in de fiscale, juri…",unknown,full_time,2025-11-20t20:54:49z,wolters_kluwer,104
990,2940,5505922005,ilias solutions,"machelen, halle-vilvoorde",f-35 senior database administrator kleine brogel air base,50.89423,4.43562,https://www.adzuna.be/details/5505922005?utm_medium=api&utm_source=64e51cf1,"opportunity ilias solutions, together with belgium defence, manages the complete data lifecycle of the f-35 autonomic logistics information system (alis) and its successor, odin. to support the operational f-35 squadron at kleine brogel air base, we are strengthening our mission-critical it team with a senior database administrator . in this role, you will safeguard the integrity, performance, and security of databases supporting one of the world’s most advanced military aircraft systems. you w…",unknown,full_time,2025-11-20t20:54:47z,ilias_solutions,98
991,2941,5505922010,intrum,belgië,portfolio analyst,,,https://www.adzuna.be/details/5505922010?utm_medium=api&utm_source=64e51cf1,"at intrum, you will grow by making a difference. you will do it in a highly international environment and in a supportive culture where effort counts. vacature: portfolio analyst gent/hybride/fulltime ben jij een analytische denker met een passie voor data en strategie? wil je werken in een internationale omgeving waar technologie en artificiële intelligentie centraal staan? dan is deze functie bij intrum iets voor jou! wat is jouw doel binnen intrum? als portfolio analyst ontwikkel je incassom…",unknown,full_time,2025-11-20t20:54:47z,intrum,102
992,2942,5505921955,mondelēz international,belgië,continuous improvement engineer,,,https://www.adzuna.be/details/5505921955?utm_medium=api&utm_source=64e51cf1,"job description are you ready to make it happen at mondelēz international? join our mission to lead the future of snacking. make it uniquely yours. you play an important role in the department, maintaining systems and performing tasks and activities that support our continuous improvement (ci) processes and culture. you help with data collection, ensure its accuracy, promote ci progress and keep track of the department kpi scorecards. how you will contribute you will: provide training on ci too…",unknown,full_time,2025-11-20t20:54:43z,mondelēz_international,97
993,2943,5505921892,cgi,belgië,senior data scientist - dutch,,,https://www.adzuna.be/details/5505921892?utm_medium=api&utm_source=64e51cf1,position description: do you enjoy working with data? are you skilled at identifying and solving problems? are you comfortable using a variety of techniques in a fast-changing environment? join our growing multidisciplinary innovation lab as a senior data scientist. your role in our team you support our clients within an innovation ecosystem and help shape their future data-driven strategies. you provide actionable insights using the latest concepts from the field of artificial intelligence. yo…,creative-design-jobs,full_time,2025-11-20t20:54:39z,cgi,84
994,2954,5505874365,aether,belgië,(senior) project engineer - high voltage electricity,,,https://www.adzuna.be/details/5505874365?utm_medium=api&utm_source=64e51cf1,"context: could your best career choice be one that propels you toward becoming an intrapreneur or entrepreneur in your field of expertise? success in industries often relies on key individuals demonstrating intrapreneurial leadership, i.e. who continuously launch new initiatives and seek for excellence. the best way to develop this strength is through ad interim projects, i.e. work with established intrapreneurs in international companies to support their major expansion or improvement initiati…",unknown,,2025-11-20t20:41:05z,aether,93
995,2959,5505873960,synctiv,belgië,senior linux engineer,,,https://www.adzuna.be/details/5505873960?utm_medium=api&utm_source=64e51cf1,"job title : senior linux engineer location : brussels - next to public transport contract : freelance / long-term mission (2 years) about the role we are looking for a system engineer to join a sysadmins team responsible for ensuring that tailor-made infrastructure solutions for clients in the railway and mobility sector operate smoothly. you’ll work across a variety of technologies — on-premise, hybrid, and cloud — all requiring high levels of availability, continuity, and security . key respo…",unknown,,2025-11-20t20:40:45z,synctiv,95
996,2964,5505853748,kbc bank & verzekering,antwerpen,mainframe software engineer,51.219728,4.402905,https://www.adzuna.be/land/ad/5505853748?se=lgk1jchv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=5dda47b8700f64def4c9035b573465525cef2217,"55.000 nieuwe klanten per jaar kiezen voor kbc. dat zijn er zo’n 150 per dag. natuurlijk willen we hun eerste kennismaking met onze bank aangenaam en vlot maken. en ook in de periode daarna willen we hen zo goed mogelijk ontzorgen. een aangename klantbeleving staat centraal. tegelijk moeten we ook anticiperen op risico’s zoals witwaspraktijken en fraude. als mainframe software engineer, versterk je het team dat aan het begin staat van de klantreis voor ondernemingen . je zorgt er mee voor dat b…",customer-services-jobs,,2025-11-20t20:35:42z,kbc_bank_and_verzekering,113
997,2965,5505853736,kbc bank & verzekering,leuven,mainframe software engineer (vlaams-brabant),50.87927,4.70214,https://www.adzuna.be/land/ad/5505853736?se=lgk1jchv8bgwzvtmcmwgla&utm_medium=api&utm_source=64e51cf1&v=42d65d95a4628a2fbee09fdd17e83c1bc3c6b856,"55.000 nieuwe klanten per jaar kiezen voor kbc. dat zijn er zo’n 150 per dag. natuurlijk willen we hun eerste kennismaking met onze bank aangenaam en vlot maken. en ook in de periode daarna willen we hen zo goed mogelijk ontzorgen. een aangename klantbeleving staat centraal. tegelijk moeten we ook anticiperen op risico’s zoals witwaspraktijken en fraude. als mainframe software engineer, versterk je het team dat aan het begin staat van de klantreis voor ondernemingen . je zorgt er mee voor dat b…",customer-services-jobs,,2025-11-20t20:35:42z,kbc_bank_and_verzekering,113
998,2977,5505160238,smals,belgië,team lead datawarehouse & bi,,,https://www.adzuna.be/land/ad/5505160238?se=1j-4jshv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=6e7b246c6ada87d694af1ac9884ba3e10d6e8a70,"smals realiseert innovatieve ict-projecten in e-government en e-health voor instellingen uit de sociale zekerheid en de gezondheidszorg. 'ict for society' is voor smals meer dan een slogan: alle projecten hebben een positieve maatschappelijke impact. zo bouwt smals mee aan het portaal van de sociale zekerheid en het ehealth-platform. grensverleggende projecten zijn ons werkterrein: student@work, orgadon, digitalisering van medische voorschriften, raadpleging van de historiek van je loopbaan, sn…",it-jobs,,2025-11-20t16:34:08z,smals,106
999,2978,5505160239,sander antwerpen,"antwerpen, antwerpen (provincie)",business controller | logistiek & it | processen & data,,,https://www.adzuna.be/land/ad/5505160239?se=1j-4jshv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=7e297e2a94f0e94efebc3508833f534d0c133ea4,"coördineren operationele systemen processoptimalisatie it & operations powerbi data-analyse rapportering aanspreekpunt opstellen kpi's sander finance zoekt een business controller/ analyst voor een dynamische logistieke organisatie in antwerpen. jij bent de schakel tussen operations en systemen. je vertaalt data naar inzichten, verbetert processen en helpt de organisatie met haar logistieke processen. je bent de functionele sparingspartner tussen it, operations en klanten. je zorgt ervoor dat d…",other-general-jobs,,2025-11-20t16:34:08z,sander_antwerpen,99
1000,2980,5505159972,smals,belgië,team lead datawarehouse & bi,,,https://www.adzuna.be/land/ad/5505159972?se=1j-4jshv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=ab8f4850285b1600563d3e5c8afb35e85970d14b,"smals réalise des projets ict innovants dans l'e-gouvernement et l'e-santé pour les institutions de la sécurité sociale et des soins de santé. pour smals, ""ict for society"" n'est pas qu'un slogan : tous nos projets profitent à la société. smals contribue au portail de la sécurité sociale et à la plateforme ehealth. les projets novateurs sont notre spécialité : student@work, orgadon, digitalisation des prescriptions médicales, consultation de l'historique de la carrière, transmission plus rapide…",it-jobs,,2025-11-20t16:33:58z,smals,111
1001,2982,5505130469,sander antwerpen,antwerpen,business controller | logistiek & it | processen & data,51.219728,4.402905,https://www.adzuna.be/land/ad/5505130469?se=1j-4jshv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=7151c300c162c6ce7f428df6d0d929edfbb9affe,"coördineren operationele systemen processoptimalisatie it & operations powerbi data-analyse rapportering aanspreekpunt opstellen kpi's sander finance zoekt een business controller/ analyst voor een dynamische logistieke organisatie in antwerpen . jij bent de schakel tussen operations en systemen . je vertaalt data naar inzichten , verbetert processen en helpt de organisatie met haar logistieke processen . je bent de functionele sparingspartner tussen it , operations en klanten . je zorgt ervoor…",unknown,,2025-11-20t14:28:37z,sander_antwerpen,97
1002,2983,5505130438,smals,"sint-gillis, brussel hoofdstad",team lead datawarehouse & bi,50.82513,4.34519,https://www.adzuna.be/land/ad/5505130438?se=1j-4jshv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=e942ddc8e8798f490726cb0e6cdadafeea956c4c,"smals realiseert innovatieve ict-projecten in e-government en e-health voor instellingen uit de sociale zekerheid en de gezondheidszorg. 'ict for society' is voor smals meer dan een slogan: alle projecten hebben een positieve maatschappelijke impact. zo bouwt smals mee aan het portaal van de sociale zekerheid en het ehealth-platform. grensverleggende projecten zijn ons werkterrein: student@work, orgadon, digitalisering van medische voorschriften, raadpleging van de historiek van je loopbaan, sn…",unknown,,2025-11-20t14:28:20z,smals,106
1003,2992,5504844848,airswift,belgië,business analyst,,,https://www.adzuna.be/details/5504844848?utm_medium=api&utm_source=64e51cf1,"title: it business analyst – energy sector description: we are looking for an experienced it business analyst to support projects in the energy sector, a highly regulated environment where compliance and precision are essential. the role involves analysing business processes, gathering requirements, and supporting it solution implementation aligned with regulatory standards. responsibilities: collaborate with multidisciplinary teams to shape it solutions. define project goals, deliverables, tim…",hr-jobs,,2025-11-20t09:22:16z,airswift,78
1004,3004,5504843900,telus digital,belgië,remote: data partner - business writer - danish,,,https://www.adzuna.be/details/5504843900?utm_medium=api&utm_source=64e51cf1,"are you ready to use your domain knowledge to advance ai? join us as a data partner and work remotely with flexible hours. we are seeking highly knowledgeable subject matter expert to design advanced, domain-specific questions and solutions. the role involves creating challenging problem sets that test deep reasoning and expertise in the assigned field. telus digital ai community our global ai community is a vibrant network of 1 million contributors from diverse backgrounds who help our custome…",unknown,,2025-11-20t09:21:55z,telus_digital,88
1005,3009,5504843922,vivid resourcing,belgië,rpg analyst/developer (insurance) – freelance,,,https://www.adzuna.be/details/5504843922?utm_medium=api&utm_source=64e51cf1,"rpg analyst/developer (insurance) – freelance a leading insurance client of ours in belgium are looking for an rpg analyst/developer to join for a long term, freelance mission. you will join a multidisciplinary team where you design, build, test, and deliver rpg solutions on the ibmi platform, supporting both new and existing initiatives. responsibilities: design, develop, and maintain software applications on the ibm iseries platform, writing rpg code to create and modify programs that perform…",hr-jobs,,2025-11-20t09:21:55z,vivid_resourcing,100
1006,3010,5504843910,axiles bionics,belgië,junior mechanical engineer,,,https://www.adzuna.be/details/5504843910?utm_medium=api&utm_source=64e51cf1,"about axiles bionics axiles bionics is a brussels-based spin-off from brubotics (vub), specializing in robotics, artificial intelligence, and biomechanics, striving to improve the quality of life with new bionic technologies. our mission is to bring peace of mind and body to amputees with innovative bionic solutions and outstanding services. we are looking for a bionics mechanical engineer who will play a crucial role in developing, optimising, testing, and maintaining the next generation of bi…",unknown,,2025-11-20t09:21:55z,axiles_bionics,103
1007,3016,5504843214,colruyt group,belgië,digital customer journey analyst,,,https://www.adzuna.be/details/5504843214?utm_medium=api&utm_source=64e51cf1,"als digital customer journey analyst bouw je mee aan slimme, gepersonaliseerde klantinteracties binnen colruyt group. je werkt in het customer activation service center, analyseert noden, vertaalt deze naar vereisten en optimaliseert campagnes op basis van data. dankzij jou krijgen klanten de beste digitale ervaring! vanuit het customer activation service center werk je op het snijvlak van marketing, data en technologie . je ontwikkelt en beheert digitale journeys in adobe experience platform (…",retail-jobs,,2025-11-20t09:21:44z,colruyt_group,97
1008,3018,5504839759,yellow circle,belgië,project automation engineer,,,https://www.adzuna.be/details/5504839759?utm_medium=api&utm_source=64e51cf1,"als project automation engineer bij squadron werk je mee aan de automatisatie en lasrobotica binnen productieomgevingen. jij bent de ingenieur die het samenspel tussen machines en besturingssystemen slim laat draaien. van nieuwe robotcellen tot het verder automatiseren van bestaande installaties: jij tilt het machinepark naar een hoger niveau. waar ligt jouw impact? je neemt automatisatie- en lasrobotica-projecten op van a tot z: analyse, testing, implementatie en oplevering. je werkt aan zowel…",unknown,,2025-11-20t09:20:49z,yellow_circle,109
1009,3019,5504839679,pharrics,belgië,mmwave & rf ic design engineer,,,https://www.adzuna.be/details/5504839679?utm_medium=api&utm_source=64e51cf1,"summary you have a m.sc. or ph.d. in electrical engineering, and a solid expertise in mmwave ic design with a silicon-proven track record . you worked with advanced cmos technology nodes for wireless applications. you are eager to join a dynamic team developing cutting-edge technology products for mmwave applications. you are a self-motivated, independent, and efficient team member that has good communication skills and brings solid ic design experience to the team. responsibilities we are look…",unknown,,2025-11-20t09:20:48z,pharrics,96
1010,3025,5504836817,conessence,belgië,business analyst,,,https://www.adzuna.be/details/5504836817?utm_medium=api&utm_source=64e51cf1,ben jij klaar om het verschil te maken als business analyst in een organisatie waar technologie en logistiek elkaar versterken? in deze veelzijdige rol werk je op het snijvlak van it en operations . jij zorgt ervoor dat de systemen en processen perfect op elkaar aansluiten en ondersteunt de organisatie bij elke stap van de digitale transformatie. beheren en onderhouden van het transport management systeem (tms) en aanverwante tools analyseren en realiseren van systeemverbeteringen en integratie…,unknown,,2025-11-20t09:20:04z,conessence,94
1011,3027,5504740702,maandag,"deinze, gent",proces engineer,50.98342,3.52733,https://www.adzuna.be/details/5504740702?utm_medium=api&utm_source=64e51cf1,"over de functie als proces engineer ben je verantwoordelijk voor het analyseren, optimaliseren en bewaken van de productieprocessen. je werkt nauw samen met productie, maintenance, kwaliteit en r&d om efficiëntie, kwaliteit en veiligheid te garanderen. taken en verantwoordelijkheden: analyseren en verbeteren van productieprocessen om rendement, kwaliteit en energie-efficiëntie te verhogen. implementeren van nieuwe processen en productielijnen, inclusief testen, afregelen en validatie. uitvoeren…",manufacturing-jobs,,2025-11-20t06:54:45z,maandag,97
1012,3028,5504560454,mondelez belgium bvba,"namen, namen (provincie)",continuous improvement engineer,,,https://www.adzuna.be/land/ad/5504560454?se=dkxej8hv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=640f76749da6331a442415aa6710e6e64f6fa5f0,"are you ready to make it happen at mondelēz international? join our mission to lead the future of snacking. make it uniquely yours. you play an important role in the department, maintaining systems and performing tasks and activities that support our continuous improvement (ci) processes and culture. you help with data collection, ensure its accuracy, promote ci progress and keep track of the department kpi scorecards. provide training on ci tools and techniques. you will also help departments …",it-jobs,,2025-11-20t04:02:49z,mondelez_belgium_bvba,96
1013,3033,5504242219,mondelez belgium bvba,namen,continuous improvement engineer,50.46407,4.86043,https://www.adzuna.be/land/ad/5504242219?se=dkxej8hv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=c33d3835eb193e42a3444aa9dac07411d6453527,"are you ready to make it happen at mondelēz international? join our mission to lead the future of snacking. make it uniquely yours. you play an important role in the department, maintaining systems and performing tasks and activities that support our continuous improvement (ci) processes and culture. you help with data collection, ensure its accuracy, promote ci progress and keep track of the department kpi scorecards. provide training on ci tools and techniques. you will also help departments …",unknown,,2025-11-20t00:10:32z,mondelez_belgium_bvba,96
1014,3034,5504242192,mondelez belgium bvba,mechelen,junior business analyst,51.02892,4.47807,https://www.adzuna.be/land/ad/5504242192?se=dkxej8hv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=d3e1f2cdf7a5a2ff98798bcf050ad5088a67d9b0,are you ready to make it happen at mondelēz international? join our mission to lead the future of snacking. make it with pride. are you passionate about reporting and can you make data talk? do you really get energized by driving business insights through the organisation to make our business grow? do you really like to do this by working together with other people? do you get excited about the future of big data & datalakes? then you will perfectly fit within our team! the benelux business ana…,accounting-finance-jobs,,2025-11-20t00:10:31z,mondelez_belgium_bvba,105
1015,3035,5504222059,unilever,"anderlecht, brussel hoofdstad",internship data analytics,50.83662,4.30697,https://www.adzuna.be/details/5504222059?utm_medium=api&utm_source=64e51cf1,"looking for a challenging internship in data analysis, starting in j anuary , february or march 202 6 ? it's time to apply ! who are we? at unilever, we share one simple purpose: to make sustainable living commonplace. through our powerhouse brands such as dove, axe and lipton , we are creating a bright future for our business and our planet - and you can be part of it! we believe that companies with purpose last, people with purpose thrive and brands with purpose grow. ?we meet every day needs…",unknown,,2025-11-20t00:06:28z,unilever,108
1016,3037,5504221975,takeda pharmaceuticals,belgië,automation engineer ii,,,https://www.adzuna.be/details/5504221975?utm_medium=api&utm_source=64e51cf1,"by clicking the ""apply"" button, i understand that my employment application process with takeda will commence and that the information i provide in my application will be processed in line with takeda's privacy notice and terms of use . i further attest that all information i submit in my employment application is true to the best of my knowledge. job description automation engineer ii about the role : the automation engineer ii is integrated in the automation structure. automation engineering …",unknown,,2025-11-20t00:06:27z,takeda_pharmaceuticals,89
1017,3038,5504221566,google,"saint-ghislain, bergen","data center facilities technician ii, electrical",50.44783,3.82038,https://www.adzuna.be/details/5504221566?utm_medium=api&utm_source=64e51cf1,"data center facilities technician ii, electrical _corporate_fare_ google _place_ saint-ghislain, belgium; farciennes, belgium early experience completing work as directed, and collaborating with teammates; developing knowledge of relevant concepts and processes. _info_outline_ xthis role is not eligible for immigration sponsorship.note: by applying to this position you will have an opportunity to share your preferred working location from the following: saint-ghislain, belgium; farciennes, belg…",unknown,,2025-11-20t00:06:23z,google,100
1018,3040,5504221535,google,"farciennes, charleroi","data center facilities technician ii, electrical",50.42897,4.55413,https://www.adzuna.be/details/5504221535?utm_medium=api&utm_source=64e51cf1,"data center facilities technician ii, electrical _corporate_fare_ google _place_ saint-ghislain, belgium; farciennes, belgium early experience completing work as directed, and collaborating with teammates; developing knowledge of relevant concepts and processes. _info_outline_ xthis role is not eligible for immigration sponsorship.note: by applying to this position you will have an opportunity to share your preferred working location from the following: saint-ghislain, belgium; farciennes, belg…",unknown,,2025-11-20t00:06:23z,google,100
1019,3044,5504057602,mondelez belgium bvba,"antwerpen, antwerpen (provincie)",junior business analyst,,,https://www.adzuna.be/land/ad/5504057602?se=dkxej8hv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=f51fc06e1130f3a78a16dc91400959b923897d2e,are you ready to make it happen at mondelēz international? join our mission to lead the future of snacking. make it with pride. are you passionate about reporting and can you make data talk? do you really get energized by driving business insights through the organisation to make our business grow? do you really like to do this by working together with other people? do you get excited about the future of big data & datalakes? then you will perfectly fit within our team! the benelux business ana…,it-jobs,,2025-11-19t22:03:05z,mondelez_belgium_bvba,105
